Estacao,Data,Hora,DirecaoVento,VelocidadeVentoMedia,VelocidadeVentoMaximaMedia,InsolacaoTotal,NebulosidadeMedia,NumDiasPrecipitacao,PrecipitacaoTotal,TempMaximaMedia,TempMinimaMedia,UmidadeRelativaMedia,Latitude,Longitude,area(m²)
83897,31/10/2018,0,0.0,1.870968,7.0,124.4,8.725806,,101.6,24.483871,18.174194,81.290323,-27.58,-48.56,675409000.0
83897,30/11/2018,0,36.0,1.283333,9.0,184.2,8.133333,,108.9,27.09,19.626667,76.633333,-27.58,-48.56,675409000.0
83897,31/12/2018,0,36.0,1.564516,9.0,248.2,7.0161289999999985,,154.9,29.477419,20.887097,76.774194,-27.58,-48.56,675409000.0
83897,31/01/2019,0,0.0,1.112903,9.0,209.9,7.580645,,236.3,32.493548,24.019355,81.354839,-27.58,-48.56,675409000.0
83897,28/02/2019,0,0.0,1.4285709999999998,9.0,168.5,6.982142999999999,,274.8,29.728571,21.303571,80.07142900000002,-27.58,-48.56,675409000.0
83897,31/03/2019,0,,1.797446,7.0,,7.0574710000000005,,72.5,29.232258,22.579167,74.508065,-27.58,-48.56,675409000.0
83897,30/04/2019,0,14.0,1.666667,7.0,,5.674157,,69.1,28.023333,19.936,78.94166700000002,-27.58,-48.56,675409000.0
83897,31/05/2019,0,0.0,1.018519,5.0,,7.690908999999999,,123.1,25.389286,19.177778,84.098214,-27.58,-48.56,675409000.0
83897,30/06/2019,0,0.0,0.8235290000000001,7.0,,5.196078,,12.8,25.936,15.956,83.36,-27.58,-48.56,675409000.0
83897,31/07/2019,0,0.0,1.207547,9.0,,6.207547,,26.6,21.918519,13.318519,80.222222,-27.58,-48.56,675409000.0
83897,31/08/2019,0,36.0,2.388889,20.0,,6.481481,,5.5,22.303704,14.181481,79.222222,-27.58,-48.56,675409000.0
83897,30/09/2019,0,18.0,1.92,7.0,,8.6,,43.4,21.992,16.244,79.52,-27.58,-48.56,675409000.0
