Estacao,Data,Hora,DirecaoVento,VelocidadeVentoMedia,VelocidadeVentoMaximaMedia,InsolacaoTotal,NebulosidadeMedia,NumDiasPrecipitacao,PrecipitacaoTotal,TempMaximaMedia,TempMinimaMedia,UmidadeRelativaMedia,Latitude,Longitude,area(m²)
83948,31/12/2017,0,5,2.258065,7.0,187.6,6.301075,,168.1,25.732258,19.719355,84.137097,-29.35,-49.73,161182000.0
83948,31/01/2018,0,5,1.731183,7.0,173.9,6.612903,,176.2,27.63871,20.783871,82.887097,-29.35,-49.73,161182000.0
83948,28/02/2018,0,5,1.797619,5.0,230.7,4.678571,,49.7,27.853571,19.707143,79.33035699999998,-29.35,-49.73,161182000.0
83948,31/03/2018,0,18,2.602151,8.0,186.0,5.956989,,135.4,27.551613,19.46129,81.75,-29.35,-49.73,161182000.0
83948,30/04/2018,0,0,1.522222,5.0,217.9,5.0,,56.4,27.673333000000003,18.933333,83.008333,-29.35,-49.73,161182000.0
83948,31/05/2018,0,0,1.956989,6.0,193.3,4.989247,,89.6,23.445161,14.509676999999998,82.524194,-29.35,-49.73,161182000.0
83948,30/06/2018,0,0,1.333333,8.0,155.0,6.455556,,142.1,20.503333,10.4,82.93333299999998,-29.35,-49.73,161182000.0
83948,31/07/2018,0,0,1.870968,8.0,145.1,6.3333330000000005,,209.6,18.693548,11.748387,88.548387,-29.35,-49.73,161182000.0
83948,31/08/2018,0,0,1.526882,5.0,190.3,5.107526999999998,,75.1,18.677419,10.383871,83.758065,-29.35,-49.73,161182000.0
83948,30/09/2018,0,0,1.877778,8.0,115.0,7.144444,,160.9,22.15,15.876667,90.141667,-29.35,-49.73,161182000.0
83948,31/10/2018,0,18,2.967742,8.0,164.9,7.0322580000000015,,189.3,23.522581,16.509677,80.701613,-29.35,-49.73,161182000.0
83948,30/11/2018,0,5,2.833333,7.0,222.8,5.588889,,63.8,25.043333,17.693333,81.283333,-29.35,-49.73,161182000.0
83948,31/12/2018,0,18,2.354839,6.0,263.7,5.172043,,40.4,27.945161,19.516129,79.451613,-29.35,-49.73,161182000.0
83948,31/01/2019,0,0,1.7741939999999998,6.0,174.8,7.2688169999999985,,104.8,29.870968,22.76129,85.30645200000002,-29.35,-49.73,161182000.0
83948,28/02/2019,0,18,1.785714,8.0,187.3,5.952381,,168.6,29.089286,20.689286,81.70535699999998,-29.35,-49.73,161182000.0
83948,31/03/2019,0,18,2.032258,8.0,163.5,6.301075,,226.0,27.516129,19.548387,81.354839,-29.35,-49.73,161182000.0
83948,30/04/2019,0,0,1.488889,6.0,141.4,6.322222,,199.1,25.906667,19.09,86.041667,-29.35,-49.73,161182000.0
83948,31/05/2019,0,0,1.311828,5.0,106.1,7.209677,,274.7,23.564516,17.0,88.314516,-29.35,-49.73,161182000.0
83948,30/06/2019,0,0,0.977778,7.0,145.0,6.8,,87.9,23.693333,14.446667,86.841667,-29.35,-49.73,161182000.0
83948,31/07/2019,0,0,1.376344,5.0,151.8,5.494624,,59.4,18.806452,10.703226,84.822581,-29.35,-49.73,161182000.0
83948,31/08/2019,0,0,2.322581,6.0,206.6,4.064516,,19.1,20.53871,10.809677,83.104839,-29.35,-49.73,161182000.0
83948,30/09/2019,0,0,2.0,8.0,143.0,6.566667,,86.5,20.546667000000006,13.3,83.766667,-29.35,-49.73,161182000.0
